station_id,ALBH,ARLI,BAMF,BCOV,CABL,CLRS,CORV,CPXX,DDSN,ENUM,KTBW,NANO,NTKA,OBSR,P058,P062,P154,P155,P158,P160,P161,P163,P164,P167,P168,P169,P170,P324,P326,P327,P332,P345,P349,P362,P364,P365,P366,P367,P370,P374,P375,P376,P377,P380,P382,P383,P385,P387,P395,P397,P398,P401,P402,P404,P406,P407,P409,P412,P414,P417,P418,P420,P421,P425,P427,P429,P434,P435,P437,P439,P446,P696,P698,P700,P732,P733,P734,P784,PCOL,PGC5,PSPT,PTAL,PTRF,QUAD,REDM,SC04,SEDR,TPW2,UCLU,ZSE1
P168,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08959327,0.08755609,0.00000000,0.10021602,0.00000000,0.09936859,0.10660855,0.13574900,0.00000000,0.07088722,0.00000000,0.10980833,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06647040,0.06715001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06659254,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P169,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08020566,0.00000000,0.00000000,0.06695690,0.06231284,0.07634578,0.06826843,0.04226531,0.04991063,0.00000000,0.00000000,0.09867325,0.00000000,0.05272576,0.00000000,0.04696038,0.00000000,0.05181519,0.04754130,0.04970407,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05250647,0.05185928,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05109739,0.00000000,0.00000000,0.00000000,0.00000000,0.05085134,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P170,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12191443,0.00000000,0.00000000,0.00000000,0.00000000,0.07058124,0.13121659,0.13771746,0.00000000,0.26372889,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06853212,0.00000000,0.00000000,0.00000000,0.06789167,0.06893057,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06948706,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P324,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06896301,0.00000000,0.00000000,0.00000000,0.00000000,0.06902506,0.00000000,0.09310582,0.00000000,0.00000000,0.00000000,0.07042976,0.00000000,0.13180527,0.00000000,0.00000000,0.09435495,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07025245,0.06158722,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07103240,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07031282,0.00000000,0.00000000,0.00000000,0.00000000,0.06962361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06994244,0.00000000,0.00000000,0.00000000,0.05956519,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P326,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09769800,0.00000000,0.00000000,0.00000000,0.08370563,0.00000000,0.09554010,0.00000000,0.10466345,0.10521676,0.10944524,0.00000000,0.00000000,0.00000000,0.13530013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06692044,0.06658360,0.00000000,0.00000000,0.00000000,0.00000000,0.06722695,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06769975,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P327,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09865654,0.00000000,0.00000000,0.00000000,0.20729733,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10065855,0.00000000,0.00000000,0.00000000,0.00000000,0.09755055,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09931586,0.10035075,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10020293,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09767584,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09829175,0.00000000
P332,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07303293,0.00000000,0.06500558,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10994510,0.00000000,0.00000000,0.15358327,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07714642,0.06592929,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07799412,0.07717568,0.07492930,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07526825,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07509083,0.00000000,0.00000000,0.00000000,0.00000000,0.07489929,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P345,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06309809,0.06089708,0.00000000,0.00000000,0.00000000,0.00000000,0.07187232,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13686867,0.09701760,0.00000000,0.00000000,0.00000000,0.00000000,0.07206271,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07162359,0.06635860,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07329309,0.07126051,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07310264,0.00000000,0.00000000,0.00000000,0.00000000,0.07158267,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07096238,0.00000000
P349,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09402350,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13832837,0.19514832,0.00000000,0.00000000,0.00000000,0.00000000,0.09515525,0.00000000,0.00000000,0.00000000,0.00000000,0.09549435,0.09481763,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09647053,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09618205,0.00000000,0.00000000,0.09438001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P362,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08596849,0.07226548,0.00000000,0.00000000,0.00000000,0.08465908,0.08761369,0.00000000,0.09169499,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18203424,0.00000000,0.00000000,0.08996058,0.00000000,0.00000000,0.00000000,0.00000000,0.08868422,0.08556072,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13155852,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P364,0.00000000,0.00000000,0.00000000,0.00000000,0.08874107,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06700954,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13648093,0.10614600,0.00000000,0.07026154,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06987853,0.07059156,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07568346,0.06951776,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07950789,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10044646,0.00000000,0.00000000,0.06573533,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P365,0.00000000,0.00000000,0.00000000,0.00000000,0.08684630,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06808612,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10440500,0.13424237,0.00000000,0.07076631,0.00000000,0.00000000,0.00000000,0.07050885,0.08485727,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07442100,0.06997436,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07087154,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10690149,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05811942,0.00000000,0.00000000
P366,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04242847,0.04100782,0.05334087,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04060692,0.03725621,0.04009000,0.00000000,0.00000000,0.00000000,0.04049533,0.00000000,0.00000000,0.00000000,0.00000000,0.04046164,0.00000000,0.00000000,0.08187369,0.05685401,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03956603,0.00000000,0.00000000,0.00000000,0.03824442,0.04401845,0.00000000,0.00000000,0.04325460,0.00000000,0.03905661,0.04327286,0.04331030,0.04506691,0.00000000,0.00000000,0.04368178,0.00000000,0.04429484,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05905842,0.00000000,0.04275977,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P367,0.00000000,0.00000000,0.00000000,0.01468374,0.00000000,0.00000000,0.02437580,0.01618809,0.01502712,0.00000000,0.01606755,0.01705192,0.01643376,0.01076032,0.01627425,0.00000000,0.01521565,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01586015,0.00000000,0.00000000,0.01708939,0.01577855,0.01556879,0.01610534,0.01688124,0.01563385,0.00000000,0.01650607,0.01690187,0.02226458,0.03206254,0.00000000,0.02347748,0.02483502,0.02336461,0.01827174,0.00000000,0.00000000,0.00000000,0.01551101,0.01228741,0.02327773,0.01532370,0.01888954,0.01857460,0.01768608,0.02361581,0.02336116,0.01498372,0.01829070,0.01845083,0.01908262,0.00000000,0.01738526,0.01826238,0.01771026,0.01851860,0.01691412,0.01512062,0.01600069,0.00000000,0.00000000,0.00000000,0.01756746,0.00000000,0.01230187,0.01303042,0.00000000,0.01767560,0.01744630,0.00000000,0.00000000,0.00000000,0.01524774,0.01581895,0.01492983,0.01625797,0.01624086,0.00000000,0.00000000,0.01395286,0.01760384,0.00000000
P370,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07767451,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08614738,0.00000000,0.00000000,0.07914412,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18436745,0.08203880,0.00000000,0.00000000,0.00000000,0.11403783,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07941992,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08103470,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09672169,0.00000000,0.00000000,0.00000000,0.11941362,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11536325,0.07010499,0.15754835,0.00000000,0.10951895,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07733115,0.00000000,0.00000000,0.00000000,0.08008756,0.00000000,0.00000000,0.00000000,0.07856959,0.07456593,0.00000000,0.00000000,0.07749317,0.07914988,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08026723,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P375,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06346685,0.05843278,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09995893,0.00000000,0.00000000,0.12904911,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06025489,0.00000000,0.00000000,0.00000000,0.06778719,0.00000000,0.00000000,0.09701902,0.00000000,0.00000000,0.06995483,0.08969948,0.06807098,0.00000000,0.00000000,0.06867146,0.00000000,0.06816550,0.00000000,0.05946893,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P376,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06913525,0.00000000,0.00000000,0.03100790,0.04419795,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03791454,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04450892,0.00000000,0.04798526,0.00000000,0.06657551,0.00000000,0.06350812,0.00000000,0.09135953,0.00000000,0.00000000,0.04452710,0.05866811,0.00000000,0.00000000,0.00000000,0.00000000,0.04916301,0.04857004,0.00000000,0.00000000,0.07222988,0.00000000,0.00000000,0.00000000,0.05064351,0.00000000,0.00000000,0.04857695,0.00000000,0.05060557,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04945295,0.03136994,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P377,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03982411,0.00000000,0.00000000,0.00000000,0.00000000,0.02222623,0.00000000,0.03263147,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03331234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03284243,0.03110470,0.00000000,0.00000000,0.03234469,0.03106786,0.00000000,0.04178203,0.00000000,0.03766795,0.00000000,0.00000000,0.00000000,0.00000000,0.06609827,0.03461020,0.04064143,0.04615989,0.00000000,0.00000000,0.00000000,0.00000000,0.03728174,0.03671364,0.00000000,0.00000000,0.03633758,0.03041172,0.00000000,0.03570039,0.03751159,0.00000000,0.00000000,0.03659556,0.00000000,0.03613251,0.00000000,0.00000000,0.00000000,0.00000000,0.03405774,0.00000000,0.00000000,0.02275744,0.00000000,0.00000000,0.00000000,0.03539886,0.03458838,0.03112910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03307018,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05720013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06157131,0.00000000,0.00000000,0.00000000,0.00000000,0.04583051,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05721993,0.05312753,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06763321,0.00000000,0.00000000,0.00000000,0.05725446,0.10934409,0.06974496,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05727490,0.00000000,0.00000000,0.05934753,0.00000000,0.00000000,0.00000000,0.05738391,0.00000000,0.00000000,0.00000000,0.00000000,0.05688027,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05672859,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07942002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05403863,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09337837,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09386933,0.11842192,0.12284873,0.19259860,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09407385,0.00000000,0.00000000,0.09606015,0.00000000,0.00000000,0.00000000,0.09432627,0.00000000,0.00000000,0.00000000,0.00000000,0.09442277,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07254795,0.06563023,0.04966465,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07267974,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07010287,0.00000000,0.00000000,0.00000000,0.00000000,0.09315497,0.10130537,0.00000000,0.00000000,0.14506336,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06948036,0.00000000,0.00000000,0.07177033,0.00000000,0.00000000,0.00000000,0.00000000,0.07067642,0.00000000,0.00000000,0.07010851,0.00000000,0.00000000,0.00000000,0.00000000,0.04781520,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09870642,0.00000000,0.00000000,0.09526657,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20403431,0.00000000,0.00000000,0.00000000,0.09744851,0.09351096,0.00000000,0.00000000,0.00000000,0.00000000,0.09609555,0.12555760,0.00000000,0.00000000,0.00000000,0.09358580,0.09579426,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11402906,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08895087,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23210680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11498906,0.08997595,0.00000000,0.00000000,0.08949193,0.09161319,0.09118818,0.00000000,0.00000000,0.00000000,0.00000000,0.08765497,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P395,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11570729,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15937416,0.00000000,0.08296724,0.08153404,0.08457649,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08084147,0.07456589,0.00000000,0.08412430,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06698446,0.00000000,0.00000000,0.08841555,0.00000000,0.00000000,0.00000000,0.00000000,0.08090912,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
